"Question ID","Question","Location","Markers","Reason","Original question","Original answer","Revised customer answer","Alternative questions","Review references"
"Q-052","Why is an order missing from the expected status?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Why is an order missing from the expected status?","It may have:
Moved to another status
Been cancelled
Entered a return workflow
Failed to synchronize
Been created as a Manual Order
Fallen outside the selected date range","Location: Dashboard
It may have:
- Moved to another status
- Been cancelled
- Entered a return workflow
- Failed to synchronize
- Been created as a Manual Order
- Fallen outside the selected date range","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-053","What is the Sales Trends chart?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED; IMAGE CHECK NEEDED","Meaning retained after section review.","What is the Sales Trends chart?","Sales Trends shows daily sales activity for a selected platform, month, and year.
You can see the process through the app screenshots https://printernoble.com/chatbot/uploads/1788406879_WERP_Q-53.png","Location: Dashboard
Sales Trends shows daily sales activity for a selected platform, month, and year.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-054","What can the Sales Trends chart help me understand?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What can the Sales Trends chart help me understand?","It can help identify:
Busy sales days
Slower periods
Seasonal patterns
Marketplace differences
Changes in daily activity","Location: Dashboard
It can help identify:
- Busy sales days
- Slower periods
- Seasonal patterns
- Marketplace differences
- Changes in daily activity","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-055","How do I change the sales period?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED; IMAGE CHECK NEEDED","Meaning retained after section review.","How do I change the sales period?","Use the year and month selectors above the Sales Trends chart.
You can see the process through the app screenshots https://printernoble.com/chatbot/uploads/1788406880_WERP_Q-55.png","Location: Dashboard
Use the year and month selectors above the Sales Trends chart.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-056","How do I compare marketplace performance?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How do I compare marketplace performance?","Use the platform selector.
When stores are connected, supported platform choices may become available.","Location: Dashboard
Use the platform selector.
When stores are connected, supported platform choices may become available.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-057","What does All mean in the platform selector?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What does All mean in the platform selector?","All combines sales activity from every available supported platform included in the Dashboard.","Location: Dashboard
All combines sales activity from every available supported platform included in the Dashboard.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-058","Why does the platform selector only show All?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED; IMAGE CHECK NEEDED","Meaning retained after section review.","Why does the platform selector only show All?","Possible reasons include:
No marketplace store is connected.
Store authorization is incomplete.
Connected platforms have not loaded.
The account has no eligible platform data.
You can see the process through the app screenshots https://printernoble.com/chatbot/uploads/1788406881_WERP_Q-58.png","Location: Dashboard
Possible reasons include:
No marketplace store is connected.
Store authorization is incomplete.
Connected platforms have not loaded.
The account has no eligible platform data.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-059","Does Sales Trends show revenue or order quantity?","Dashboard","MODIFIED ANSWER; FORMAT UPDATED; IMAGE CHECK NEEDED","Resolved the metric from both backend calculation and chart fallback behavior.","Does Sales Trends show revenue or order quantity?","The chart is labeled “Daily sales,” but the Dashboard does not clearly explain whether it represents revenue, orders, or units.
Confirm the metric definition before using it for financial decisions.
You can see the process through the app screenshots https://printernoble.com/chatbot/uploads/1788406882_WERP_Q-59.png","Location: Dashboard
Sales Trends normally plots sales value. If a day has no positive sales value, the chart can display quantity or order count instead. Hover over a point and read Sales, Orders, Qty, and any Graph label to identify the value shown. Use the marketplace settlement report to confirm payments; this chart is not a profit report.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-060","Why might Sales Trends differ from Today's Orders?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Why might Sales Trends differ from Today’s Orders?","They may use different rules.
For example:
Today’s Orders may count newly created orders.
Sales Trends may use another status or measurement.
Cancelled or returned orders may be treated differently.
Synchronization can occur at different times.","Location: Dashboard
They may use different rules.
For example:
Today's Orders may count newly created orders.
Sales Trends may use another status or measurement.
Cancelled or returned orders may be treated differently.
Synchronization can occur at different times.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-061","Why might Sales Trends differ from a marketplace report?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Why might Sales Trends differ from a marketplace report?","Possible reasons include:
Different date ranges
Different timezones
Cancelled or returned orders
Platform processing delays
Manual orders
Different sales definitions
Store authorization problems","Location: Dashboard
Possible reasons include:
- Different date ranges
- Different timezones
- Cancelled or returned orders
- Platform processing delays
- Manual orders
- Different sales definitions
- Store authorization problems","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-062","Can I use Sales Trends as an accounting report?","Dashboard","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I use Sales Trends as an accounting report?","Not by itself.
Accounting requires confirmed revenue, costs, fees, refunds, shipping, taxes, and other financial information.","Location: Dashboard
Not by itself.
Accounting requires confirmed revenue, costs, fees, refunds, shipping, taxes, and other financial information.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/dashboard | Backend: modules/dashboard"
"Q-063","What is Store Plans?","Sidebar > Store Plans","REVIEWED - MEANING RETAINED; FORMAT UPDATED; IMAGE CHECK NEEDED","Meaning retained after section review.","What is Store Plans?","Store Plans shows subscription information for marketplace stores connected to the ERP.
You can see the process through the app screenshots https://printernoble.com/chatbot/uploads/1788406883_WERP_Q-63.png","Location: Sidebar > Store Plans
Store Plans shows subscription information for marketplace stores connected to the ERP.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription"
